Binary	UpDownNotation	n	GridSize	KC
100100000101	03111122131	12	12x12	20.756590
010000101111	03020302221	12	12x12	19.026874
110111111111	00222120212	12	12x12	17.297158
011110110101	02003131130	12	12x12	24.216021
011101111011	02212022121	12	12x12	17.297158
101010010001	03030003303	12	12x12	19.026874
000111101000	03312111200	12	12x12	22.486306
110000011010	03303313302	12	12x12	19.026874
110100010110	02220220330	12	12x12	20.756590
111110000011	03131120222	12	12x12	20.756590
001001110111	02120220333	12	12x12	22.486306
011011011100	02000311311	12	12x12	20.756590
100000001001	00311111222	12	12x12	17.297158
011100100101	02113312122	12	12x12	20.756590
001001000111	03112122213	12	12x12	20.756590
001101011110	00211200211	12	12x12	17.297158
011111010100	03022112000	12	12x12	24.216021
100110010001	00300200302	12	12x12	17.297158
100001001000	02030002121	12	12x12	20.756590
001101101111	00333020302	12	12x12	20.756590
110001101111	00020000302	12	12x12	19.026874
100100001111	02003131303	12	12x12	22.486306
110010010110	03112133303	12	12x12	24.216021
001000011010	02112022221	12	12x12	19.026874
100110011010	00022003133	12	12x12	20.756590
101101011110	02221202120	12	12x12	19.026874
100010101100	02000003113	12	12x12	20.756590
111010010001	03131133002	12	12x12	22.486306
101000001111	02033111220	12	12x12	20.756590
100111111101	00031111212	12	12x12	19.026874
011110011011	00022212000	12	12x12	19.026874
110111111101	03113000303	12	12x12	22.486306
010101111100	00303300311	12	12x12	19.026874
101010110011	03031333002	12	12x12	20.756590
100100111011	02122022131	12	12x12	22.486306
110010111101	03313122221	12	12x12	19.026874
000010111110	02221202122	12	12x12	17.297158
110001111011	02200330220	12	12x12	20.756590
011101011010	03112133122	12	12x12	22.486306
101100000100	02022021202	12	12x12	17.297158
010001001001	03030221222	12	12x12	17.297158
101001111000	02211131300	12	12x12	20.756590
011111001011	00330222222	12	12x12	17.297158
111000001000	03033131122	12	12x12	22.486306
110010100010	02121202113	12	12x12	20.756590
000110110011	03000002222	12	12x12	15.567442
111101111010	02112222003	12	12x12	20.756590
010111010010	00333112203	12	12x12	22.486306
011010011111	03131111222	12	12x12	17.297158
010010011100	02000200313	12	12x12	20.756590
110000100111	00000333131	12	12x12	15.567442
100010101011	03002222212	12	12x12	20.756590
000110110010	02030002003	12	12x12	20.756590
100000110000	00020300221	12	12x12	19.026874
100111111111	00000311131	12	12x12	17.297158
010111111011	02212021212	12	12x12	19.026874
100110111000	02002112022	12	12x12	20.756590
011110010100	00033130020	12	12x12	22.486306
111000010000	02121213330	12	12x12	17.297158
010001001110	02111122030	12	12x12	22.486306
101011111010	00002021221	12	12x12	19.026874
011111100101	03030033311	12	12x12	19.026874
011011011000	02002112133	12	12x12	24.216021
000010011000	02033031300	12	12x12	22.486306
100011000010	02200222122	12	12x12	20.756590
010100011011	03333302222	12	12x12	15.567442
010010100001	00302203302	12	12x12	22.486306
011111100111	00021112211	12	12x12	17.297158
001100011111	00331211111	12	12x12	19.026874
011010101000	03031113313	12	12x12	19.026874
100010011101	02203030303	12	12x12	15.567442
000010011001	02020221311	12	12x12	19.026874
000000001110	00020212000	12	12x12	19.026874
100100111000	00203331331	12	12x12	20.756590
010111100100	02112120030	12	12x12	24.216021
001100011101	00313031312	12	12x12	19.026874
101011100010	02211120202	12	12x12	19.026874
101010011101	03111112111	12	12x12	17.297158
011111010101	00031303313	12	12x12	20.756590
000010100011	02120222033	12	12x12	22.486306
100111001111	02120220300	12	12x12	22.486306
010111011010	02113111120	12	12x12	22.486306
011011110001	03300202113	12	12x12	22.486306
010001011011	02221113112	12	12x12	19.026874
010110001001	03033311112	12	12x12	17.297158
111111001111	03111111212	12	12x12	17.297158
010010010001	03002020330	12	12x12	20.756590
101011001000	00300313000	12	12x12	17.297158
011001010011	02033002120	12	12x12	22.486306
000010001000	02113112111	12	12x12	17.297158
011000000101	00303112131	12	12x12	20.756590
000101110011	02122220333	12	12x12	20.756590
001101011011	03330002122	12	12x12	19.026874
110001001100	02112002221	12	12x12	22.486306
011011101000	03033300331	12	12x12	19.026874
010000111111	00203313121	12	12x12	22.486306
011010110110	00313000222	12	12x12	20.756590
010101111101	02002122030	12	12x12	22.486306
001000100010	02121122003	12	12x12	22.486306
101111001011	02113122213	12	12x12	22.486306
101101110000	03000003033	12	12x12	17.297158
100111111000	02202111331	12	12x12	22.486306
110111000100	00330033313	12	12x12	20.756590
110110100111	03112113330	12	12x12	20.756590
110011110100	00212000331	12	12x12	20.756590
001001101101	00333020033	12	12x12	17.297158
011010000111	03020031331	12	12x12	24.216021
000110111101	00211131213	12	12x12	22.486306
001000111011	00031113133	12	12x12	17.297158
101101110011	02202112203	12	12x12	20.756590
111110100001	00020003311	12	12x12	17.297158
011101010010	00031303002	12	12x12	20.756590
100000000101	00000022222	12	12x12	10.378295
110111010110	00221200033	12	12x12	20.756590
101001110111	00333133031	12	12x12	19.026874
011010101100	02113111200	12	12x12	22.486306
100001000100	02121222033	12	12x12	20.756590
101010100000	02212022131	12	12x12	20.756590
100101100000	00331121113	12	12x12	20.756590
000000100000	00311311330	12	12x12	20.756590
011100001101	03313002022	12	12x12	22.486306
000000101111	03022003003	12	12x12	20.756590
100100100001	02021212000	12	12x12	17.297158
110111000111	02203333033	12	12x12	19.026874
000011001010	00302022113	12	12x12	20.756590
111000101011	03003300212	12	12x12	22.486306
100110111000	00302000003	12	12x12	17.297158
111010111000	02220333333	12	12x12	15.567442
010110000111	03133003113	12	12x12	24.216021
111001100011	02212220330	12	12x12	20.756590
110100000011	03022213113	12	12x12	20.756590
111101101101	03312131211	12	12x12	19.026874
011001100011	02113112131	12	12x12	20.756590
000100111000	00031131211	12	12x12	20.756590
111111110000	02211130330	12	12x12	20.756590
000011011000	03311312222	12	12x12	20.756590
100111000110	00333111120	12	12x12	19.026874
111110110001	03302030303	12	12x12	19.026874
101111100100	00330302222	12	12x12	17.297158
100100001101	02202211130	12	12x12	20.756590
100101100011	00311121133	12	12x12	20.756590
110011001000	03331212222	12	12x12	17.297158
011011010111	03300221212	12	12x12	20.756590
111110010010	02120212121	12	12x12	17.297158
000001111010	03033020222	12	12x12	19.026874
111010100111	02200211222	12	12x12	20.756590
111001110101	02033311213	12	12x12	22.486306
100111010101	00003111311	12	12x12	17.297158
011001001101	02021131312	12	12x12	19.026874
000111000100	02111120200	12	12x12	19.026874
100000100111	00202213113	12	12x12	22.486306
001000000101	02000211200	12	12x12	20.756590
101111000100	02003131300	12	12x12	22.486306
111001101010	03113300331	12	12x12	22.486306
010100000110	02203331112	12	12x12	20.756590
000000100000	00020222112	12	12x12	19.026874
011100001010	02033311121	12	12x12	20.756590
011111000011	00033312213	12	12x12	22.486306
110100100110	02021220211	12	12x12	17.297158
000010111100	02222133312	12	12x12	20.756590
001011001101	02111200000	12	12x12	19.026874
101111001010	02002112203	12	12x12	22.486306
101000101100	03113303311	12	12x12	20.756590
101111011010	03313302002	12	12x12	22.486306
100111111111	03302203331	12	12x12	22.486306
110101110000	00211221313	12	12x12	20.756590
111110110000	00202203030	12	12x12	17.297158
011000011110	00030220330	12	12x12	22.486306
001100110100	03112200222	12	12x12	22.486306
001111100001	00203331333	12	12x12	17.297158
110100010001	02112000220	12	12x12	24.216021
011001011000	03133020000	12	12x12	20.756590
001100001111	00222212020	12	12x12	19.026874
010100001110	03113302033	12	12x12	24.216021
010001101010	03111121112	12	12x12	19.026874
000100001001	00202121221	12	12x12	17.297158
000001101011	03133121313	12	12x12	20.756590
011100011001	02020330302	12	12x12	19.026874
001111011110	00221311211	12	12x12	20.756590
001100011101	02113130033	12	12x12	24.216021
001101010101	02122220303	12	12x12	20.756590
100110000101	03131331112	12	12x12	19.026874
010101001000	03130331120	12	12x12	25.945737
000000001100	03133000333	12	12x12	20.756590
110001000111	03131300200	12	12x12	19.026874
111110100000	03130333312	12	12x12	22.486306
000010001111	00022120211	12	12x12	20.756590
111010111001	03131300202	12	12x12	20.756590
000100001101	00311312131	12	12x12	20.756590
111100011001	02213113131	12	12x12	20.756590
111001000111	02213133122	12	12x12	22.486306
010100010100	02222133121	12	12x12	20.756590
001111100100	02000212212	12	12x12	20.756590
010110001111	00022113111	12	12x12	17.297158
111011001101	03030200203	12	12x12	19.026874
111101100010	03133111121	12	12x12	22.486306
110110011011	03311333330	12	12x12	17.297158
101011010010	00222211313	12	12x12	19.026874
100010100110	02033302220	12	12x12	20.756590
111111101100	03033312213	12	12x12	24.216021
111110001011	00003033333	12	12x12	13.837726
100101010111	00313130033	12	12x12	19.026874
101010100111	02122221113	12	12x12	19.026874
111001101010	00313033000	12	12x12	19.026874
001101101111	02222113031	12	12x12	20.756590
110100000111	00031133121	12	12x12	20.756590
001101101110	03112213330	12	12x12	24.216021
101001011001	00300202112	12	12x12	20.756590
111101110100	03133330313	12	12x12	20.756590
000111100101	03131330021	12	12x12	22.486306
010101111001	03111120200	12	12x12	19.026874
010111111011	02002120211	12	12x12	20.756590
101011111011	03303300003	12	12x12	17.297158
011001000101	00031113031	12	12x12	20.756590
011110011010	03130300212	12	12x12	22.486306
001101101011	03333130022	12	12x12	20.756590
001100101101	03302203031	12	12x12	24.216021
001100011111	02122022002	12	12x12	22.486306
011011001000	02030311112	12	12x12	19.026874
100010101010	00211111133	12	12x12	17.297158
000101110101	02030220003	12	12x12	20.756590
000001001000	03033121333	12	12x12	22.486306
111011000001	02111313002	12	12x12	22.486306
001001111001	02220203303	12	12x12	20.756590
010010011100	02203303111	12	12x12	22.486306
001000100100	00211200222	12	12x12	20.756590
011101001001	03031112111	12	12x12	17.297158
001001101101	03312131221	12	12x12	24.216021
110101010101	00202020033	12	12x12	15.567442
110101001000	00033022020	12	12x12	20.756590
110101111100	03111202020	12	12x12	19.026874
010111011100	02122220303	12	12x12	20.756590
000100100011	03130311222	12	12x12	22.486306
000010000000	03130300212	12	12x12	22.486306
001011101111	00000000033	12	12x12	10.378295
001010110000	00313121311	12	12x12	19.026874
100110010001	02203333312	12	12x12	20.756590
011100001111	03111333122	12	12x12	22.486306
111010000101	03022122211	12	12x12	20.756590
001110001000	00212022112	12	12x12	22.486306
100101001011	00220033022	12	12x12	20.756590
100110011110	03300021120	12	12x12	24.216021
000000110001	03113122203	12	12x12	22.486306
010110100001	03030331112	12	12x12	17.297158
000111111000	00313302022	12	12x12	20.756590
100000101010	03020022213	12	12x12	24.216021
001010000010	03111122203	12	12x12	20.756590
010110001111	02203331113	12	12x12	20.756590
010001100011	03300021202	12	12x12	22.486306
111111001101	02111212122	12	12x12	15.567442
011001011011	03131311202	12	12x12	19.026874
000110101111	00212211312	12	12x12	24.216021
111100010110	02030222222	12	12x12	17.297158
111001101101	03020022120	12	12x12	24.216021
101011101000	03022222121	12	12x12	19.026874
000111101001	03112112022	12	12x12	20.756590
101000011111	02111312200	12	12x12	24.216021
111100110101	00212221122	12	12x12	20.756590
010111110111	00331213303	12	12x12	24.216021
101011001011	00333122112	12	12x12	20.756590
001101111011	03030020000	12	12x12	17.297158
101011001010	02221221111	12	12x12	17.297158
000010000111	02222030002	12	12x12	19.026874
110100010110	02222133121	12	12x12	20.756590
100110111111	03331333333	12	12x12	13.837726
001110100000	00202022121	12	12x12	17.297158
110110110101	03300002022	12	12x12	17.297158
110000110110	00211202203	12	12x12	22.486306
011010001010	00221121331	12	12x12	24.216021
011011110100	02111122213	12	12x12	20.756590
101110101010	00331211311	12	12x12	20.756590
101011110010	03130331213	12	12x12	24.216021
101101011011	03030203330	12	12x12	19.026874
101101010110	00021222222	12	12x12	15.567442
101001001001	03133033113	12	12x12	22.486306
000110100010	02030333311	12	12x12	19.026874
110001000110	03030221211	12	12x12	19.026874
011111110011	03311131220	12	12x12	22.486306
001100101111	03313302000	12	12x12	20.756590
001100010100	00221312113	12	12x12	24.216021
011000111000	02202033022	12	12x12	20.756590
100010111100	02033020222	12	12x12	19.026874
010101010110	02112203000	12	12x12	24.216021
111011001110	00203033312	12	12x12	20.756590
110011000010	00220300020	12	12x12	20.756590
101011011001	00313300000	12	12x12	19.026874
100101001001	02220030222	12	12x12	17.297158
011100110110	00020021111	12	12x12	15.567442
100100110100	00211120221	12	12x12	20.756590
110111011010	02112121313	12	12x12	19.026874
101010101010	02222213313	12	12x12	19.026874
001000111110	02112112222	12	12x12	17.297158
110101100010	03302022030	12	12x12	20.756590
010111100001	03111311111	12	12x12	15.567442
101000111110	03113000000	12	12x12	19.026874
011101101011	00221311312	12	12x12	22.486306
011010010011	02222133313	12	12x12	19.026874
100000010010	03331120212	12	12x12	20.756590
110010100010	00313121330	12	12x12	22.486306
000111110110	02113112113	12	12x12	19.026874
110010010101	00211222033	12	12x12	22.486306
110110010100	02112221333	12	12x12	20.756590
011001101110	02002122133	12	12x12	24.216021
000110011101	00020302222	12	12x12	19.026874
110101000001	03130311221	12	12x12	24.216021
000010111010	00313002203	12	12x12	24.216021
001110010101	03130022221	12	12x12	20.756590
101010011010	02221331222	12	12x12	19.026874
111011000000	00220033030	12	12x12	22.486306
001011100111	00311331212	12	12x12	20.756590
111101011001	02121113003	12	12x12	22.486306
011110010110	02120212222	12	12x12	17.297158
111101101111	00002121222	12	12x12	15.567442
110110010011	00212212133	12	12x12	22.486306
010100011010	03003113000	12	12x12	19.026874
000001100010	03111212220	12	12x12	20.756590
101100000100	00022111200	12	12x12	19.026874
001000110010	00303130022	12	12x12	20.756590
010100100110	03022112133	12	12x12	24.216021
000010110101	00222111303	12	12x12	19.026874
011000000011	02221120022	12	12x12	20.756590
011110001110	00313121122	12	12x12	20.756590
010111001101	02021200330	12	12x12	22.486306
010000000101	00330311221	12	12x12	22.486306
100001100010	00313113331	12	12x12	20.756590
011111111110	00302212120	12	12x12	19.026874
011101000110	02122021133	12	12x12	22.486306
000100111000	00021111200	12	12x12	17.297158
110011000010	03312111312	12	12x12	24.216021
100100000000	02221133330	12	12x12	17.297158
100101000100	03033300330	12	12x12	17.297158
101111011101	00330331312	12	12x12	19.026874
001101100000	00222133122	12	12x12	22.486306
001010000011	02112021200	12	12x12	20.756590
010111110000	03113333022	12	12x12	22.486306
100110010011	00211202122	12	12x12	19.026874
011000100100	02221122200	12	12x12	19.026874
011000010100	02211133113	12	12x12	20.756590
011101101010	00003000202	12	12x12	15.567442
000100001110	02033113130	12	12x12	22.486306
100011110100	00333333113	12	12x12	15.567442
100110110011	00031111112	12	12x12	15.567442
100100010111	03130000022	12	12x12	19.026874
001111001010	00330202213	12	12x12	24.216021
010110100100	02121311130	12	12x12	20.756590
110010011110	03031312213	12	12x12	22.486306
000110101101	03333133302	12	12x12	19.026874
010100000111	03022221331	12	12x12	20.756590
101111101101	00022200222	12	12x12	13.837726
001010000000	03112221333	12	12x12	22.486306
000110111000	03302030220	12	12x12	24.216021
110100010110	02111131211	12	12x12	19.026874
001111011111	02122202021	12	12x12	20.756590
011110011100	03130311300	12	12x12	20.756590
010110111000	03131211312	12	12x12	20.756590
011011000101	03020212131	12	12x12	20.756590
100110001010	00033112131	12	12x12	22.486306
100000000011	02212203022	12	12x12	20.756590
111111111111	00333313133	12	12x12	15.567442
100111010110	03002120020	12	12x12	22.486306
101110101101	02033312111	12	12x12	19.026874
101101010000	02211113121	12	12x12	20.756590
001001010000	02112002200	12	12x12	22.486306
010011001111	02030300020	12	12x12	19.026874
101000100111	00221312131	12	12x12	20.756590
010000011101	03331130313	12	12x12	20.756590
010001110010	00311111200	12	12x12	17.297158
010000011101	02033022033	12	12x12	19.026874
000101100000	00311331222	12	12x12	20.756590
100110001100	00331211111	12	12x12	19.026874
001001000000	00313003302	12	12x12	20.756590
111111010000	00311131213	12	12x12	22.486306
101100100010	00030031130	12	12x12	19.026874
010111101010	03312133302	12	12x12	22.486306
010001001101	00202030303	12	12x12	13.837726
111011111111	00211121130	12	12x12	22.486306
111010000101	00311303333	12	12x12	19.026874
111111010101	02111303300	12	12x12	20.756590
011100100111	00202030020	12	12x12	17.297158
011111010001	00311111213	12	12x12	20.756590
110100000011	02120211111	12	12x12	19.026874
101110101010	00311112021	12	12x12	20.756590
100001011010	02120033002	12	12x12	24.216021
011111001100	00021222002	12	12x12	19.026874
010001101111	02111111331	12	12x12	17.297158
000110001011	03113030311	12	12x12	19.026874
111111111110	00033022203	12	12x12	22.486306
011011000001	03333122133	12	12x12	20.756590
111001100111	03312121220	12	12x12	19.026874
011010001111	02203022213	12	12x12	22.486306
101111111010	03003111333	12	12x12	20.756590
001000011010	03022122111	12	12x12	20.756590
110001111101	03000221202	12	12x12	24.216021
100000110011	02020302203	12	12x12	19.026874
010011110000	02000222221	12	12x12	17.297158
011000110011	00302020202	12	12x12	13.837726
010110001100	02121331213	12	12x12	20.756590
001010000000	03300203002	12	12x12	20.756590
001101101101	02030020302	12	12x12	19.026874
001000011000	00021120212	12	12x12	19.026874
101100100011	03113003022	12	12x12	24.216021
010110011110	00212202112	12	12x12	20.756590
001100010011	00212003020	12	12x12	20.756590
000111100010	02113311133	12	12x12	19.026874
011101001000	00311111220	12	12x12	17.297158
010101010110	02120000033	12	12x12	19.026874
011000111111	03003130302	12	12x12	20.756590
110001101101	02122133121	12	12x12	22.486306
001111101000	00200300313	12	12x12	19.026874
010001100010	03313003311	12	12x12	17.297158
001101111111	02021111111	12	12x12	13.837726
011001001000	00031130302	12	12x12	22.486306
110101100000	00313121221	12	12x12	20.756590
011101101110	02121313333	12	12x12	17.297158
110010011100	02022111300	12	12x12	20.756590
001110010001	00212220203	12	12x12	20.756590
010010100101	00033121130	12	12x12	22.486306
111100001100	03313031331	12	12x12	20.756590
111111100111	03312113033	12	12x12	22.486306
110010111001	00003111330	12	12x12	19.026874
010010011110	00330311221	12	12x12	22.486306
101110000110	03002212022	12	12x12	22.486306
110101000101	02211333033	12	12x12	20.756590
110001010101	02213133003	12	12x12	22.486306
001111001111	02220202203	12	12x12	19.026874
100110010111	02213113133	12	12x12	20.756590
100101111101	03133302033	12	12x12	22.486306
001111100100	02111213300	12	12x12	22.486306
011100000011	03313033130	12	12x12	17.297158
011100011011	02113303112	12	12x12	24.216021
010100100110	03111311120	12	12x12	19.026874
001100111011	03002221113	12	12x12	20.756590
100111101011	00300212022	12	12x12	20.756590
110100101111	03113130020	12	12x12	24.216021
001000100101	00303020022	12	12x12	17.297158
011101011001	00202213131	12	12x12	19.026874
100000010001	02003022212	12	12x12	24.216021
100001110101	00311130003	12	12x12	20.756590
000011010110	03000031300	12	12x12	20.756590
110100011001	03002202111	12	12x12	24.216021
011001010001	02202111313	12	12x12	22.486306
001110111100	00002200222	12	12x12	15.567442
101110110000	00331111222	12	12x12	17.297158
100100111000	00330031133	12	12x12	20.756590
111000000100	00331131220	12	12x12	22.486306
011000001111	00313121331	12	12x12	22.486306
101111001001	00030020211	12	12x12	19.026874
110101110110	02113300022	12	12x12	22.486306
101011100011	00022000211	12	12x12	17.297158
000010011000	02120022211	12	12x12	19.026874
111101100001	02220333300	12	12x12	19.026874
001001100010	03313031331	12	12x12	20.756590
100100001000	02111131333	12	12x12	19.026874
111101110000	03112131122	12	12x12	19.026874
011100110001	03313112021	12	12x12	24.216021
001110100110	03003330222	12	12x12	19.026874
001111110111	02112133031	12	12x12	24.216021
011101000100	02221133313	12	12x12	20.756590
101011111100	03312131221	12	12x12	24.216021
010001111010	02112000030	12	12x12	24.216021
110110111010	00202222200	12	12x12	15.567442
011110110001	02030202121	12	12x12	19.026874
010010111100	03130313031	12	12x12	17.297158
000101101000	03020333312	12	12x12	20.756590
000001101100	00300222033	12	12x12	19.026874
111000000100	00212003302	12	12x12	24.216021
110111001000	03030302220	12	12x12	15.567442
010111001100	03022003130	12	12x12	22.486306
101110101110	02021200031	12	12x12	20.756590
110110010000	00221311213	12	12x12	22.486306
101000111111	03133303330	12	12x12	19.026874
111001011101	02113122021	12	12x12	24.216021
011001011001	00003302030	12	12x12	19.026874
100110110111	03330333311	12	12x12	17.297158
000101011000	02120212203	12	12x12	20.756590
110011010101	02002202122	12	12x12	19.026874
101100101100	00331130300	12	12x12	19.026874
100110010111	00020331303	12	12x12	22.486306
001110111101	02033302222	12	12x12	19.026874
101110100010	03022111131	12	12x12	20.756590
010100110110	03020212202	12	12x12	22.486306
011001110001	02030022030	12	12x12	19.026874
111000111100	02030331213	12	12x12	24.216021
000001011001	02121111202	12	12x12	19.026874
011001100001	03020212131	12	12x12	20.756590
010110110010	02121112000	12	12x12	19.026874
101001010010	02202212120	12	12x12	19.026874
011100110011	00211200002	12	12x12	20.756590
001000101011	03112122030	12	12x12	20.756590
011011101110	03311313303	12	12x12	20.756590
010001101000	03111330302	12	12x12	22.486306
101001000111	02212121311	12	12x12	17.297158
100100000000	00221212133	12	12x12	19.026874
011011001000	03022112022	12	12x12	20.756590
101011111111	00212022112	12	12x12	22.486306
