Binary	UpDownNotation	n	GridSize	KC
1011011	021111	7	7x7	9.047369
0011010	000311	7	7x7	10.339850
0010001	033312	7	7x7	10.339850
1010010	033112	7	7x7	10.339850
0101011	000212	7	7x7	10.339850
1001000	000221	7	7x7	9.047369
0000100	000311	7	7x7	10.339850
1110100	021212	7	7x7	9.047369
1010011	021213	7	7x7	10.339850
1001001	021222	7	7x7	10.339850
1010000	003303	7	7x7	10.339850
1110100	002213	7	7x7	11.632331
0101001	002030	7	7x7	10.339850
0111001	021113	7	7x7	10.339850
1100010	033022	7	7x7	11.632331
0011101	002203	7	7x7	11.632331
1101110	031311	7	7x7	9.047369
0010001	020022	7	7x7	10.339850
1011100	022131	7	7x7	11.632331
1101100	000211	7	7x7	10.339850
0110100	031303	7	7x7	11.632331
0111010	033113	7	7x7	10.339850
0110101	000003	7	7x7	6.462406
0000101	003131	7	7x7	10.339850
0011111	003331	7	7x7	9.047369
1001101	000221	7	7x7	9.047369
0100110	003030	7	7x7	7.754888
0100110	033331	7	7x7	7.754888
0010001	033002	7	7x7	10.339850
1101011	003303	7	7x7	10.339850
1001111	022033	7	7x7	11.632331
1011111	003111	7	7x7	10.339850
1001101	002111	7	7x7	10.339850
0101010	003311	7	7x7	10.339850
0110111	000200	7	7x7	7.754888
1100110	021133	7	7x7	11.632331
1101011	022131	7	7x7	11.632331
1001111	000311	7	7x7	10.339850
0100100	002000	7	7x7	7.754888
0010100	003111	7	7x7	10.339850
1010010	000333	7	7x7	7.754888
0000110	020222	7	7x7	9.047369
0001001	030311	7	7x7	10.339850
1001011	003002	7	7x7	9.047369
1101101	031303	7	7x7	11.632331
0100100	030202	7	7x7	10.339850
0000101	002222	7	7x7	7.754888
1111011	030221	7	7x7	11.632331
0100011	031333	7	7x7	10.339850
1110000	000311	7	7x7	10.339850
1011100	031121	7	7x7	12.924813
0110001	003111	7	7x7	10.339850
1100111	000311	7	7x7	10.339850
1100100	003133	7	7x7	10.339850
0011000	002121	7	7x7	10.339850
0110011	033022	7	7x7	11.632331
1000111	002122	7	7x7	10.339850
1110110	031113	7	7x7	10.339850
1010010	030003	7	7x7	10.339850
1000100	033000	7	7x7	9.047369
1011111	020303	7	7x7	10.339850
1100000	022200	7	7x7	9.047369
1000010	033313	7	7x7	10.339850
0011001	030311	7	7x7	10.339850
1000000	002003	7	7x7	9.047369
0110001	033312	7	7x7	10.339850
1100011	021213	7	7x7	10.339850
0101000	003130	7	7x7	11.632331
1011010	000020	7	7x7	9.047369
0100100	020002	7	7x7	10.339850
0010010	033022	7	7x7	11.632331
1001010	000222	7	7x7	7.754888
0111110	003313	7	7x7	11.632331
0101100	021211	7	7x7	9.047369
0110100	002112	7	7x7	11.632331
1111010	020030	7	7x7	12.924813
0100110	003303	7	7x7	10.339850
1010101	022113	7	7x7	10.339850
1000110	033121	7	7x7	11.632331
1001000	020300	7	7x7	10.339850
0011110	003131	7	7x7	10.339850
1010000	020211	7	7x7	10.339850
1011111	020221	7	7x7	10.339850
1000010	000222	7	7x7	7.754888
0100101	033313	7	7x7	10.339850
0010101	030300	7	7x7	7.754888
0001000	000212	7	7x7	10.339850
0001010	021133	7	7x7	11.632331
1101011	000003	7	7x7	6.462406
1111110	000020	7	7x7	9.047369
1010101	030203	7	7x7	11.632331
0101111	033033	7	7x7	9.047369
1111001	030030	7	7x7	10.339850
0111100	033130	7	7x7	11.632331
0000010	022131	7	7x7	11.632331
0110111	022212	7	7x7	10.339850
0011010	021222	7	7x7	10.339850
1101101	000302	7	7x7	10.339850
1111110	021131	7	7x7	12.924813
1111101	022121	7	7x7	10.339850
1100001	031122	7	7x7	11.632331
0101010	003111	7	7x7	10.339850
0010111	031300	7	7x7	11.632331
0000000	003130	7	7x7	11.632331
0100111	031122	7	7x7	11.632331
1100011	022131	7	7x7	11.632331
0111101	030203	7	7x7	11.632331
1101110	031303	7	7x7	11.632331
1000011	021202	7	7x7	11.632331
1011101	033112	7	7x7	10.339850
1010110	020203	7	7x7	9.047369
0011011	003333	7	7x7	7.754888
0100101	002211	7	7x7	10.339850
0110111	021200	7	7x7	11.632331
0011101	031300	7	7x7	11.632331
1011101	020331	7	7x7	11.632331
1000010	031312	7	7x7	10.339850
0000111	033131	7	7x7	10.339850
0111011	033331	7	7x7	7.754888
1011101	021200	7	7x7	11.632331
0111111	020002	7	7x7	10.339850
1111010	033022	7	7x7	11.632331
1100111	031333	7	7x7	10.339850
1011011	003312	7	7x7	11.632331
1011001	021220	7	7x7	11.632331
1011000	030022	7	7x7	11.632331
1100111	031330	7	7x7	11.632331
0110000	031311	7	7x7	9.047369
0000000	033312	7	7x7	10.339850
1001110	000221	7	7x7	9.047369
1100001	022021	7	7x7	11.632331
1010111	031330	7	7x7	11.632331
0100110	033111	7	7x7	9.047369
1001000	021221	7	7x7	11.632331
1111001	003312	7	7x7	11.632331
1111110	003002	7	7x7	9.047369
0110011	022131	7	7x7	11.632331
1111010	030311	7	7x7	10.339850
0110001	031303	7	7x7	11.632331
0011010	003330	7	7x7	9.047369
1111001	003313	7	7x7	11.632331
0010010	031330	7	7x7	11.632331
1100010	030021	7	7x7	12.924813
0111101	021220	7	7x7	11.632331
1110110	003033	7	7x7	7.754888
0001001	030311	7	7x7	10.339850
1000011	021113	7	7x7	10.339850
1000101	022221	7	7x7	7.754888
0101110	033313	7	7x7	10.339850
1110011	020333	7	7x7	10.339850
0101111	000302	7	7x7	10.339850
0000100	033022	7	7x7	11.632331
0011111	022021	7	7x7	11.632331
0000001	031312	7	7x7	10.339850
0110011	022022	7	7x7	9.047369
0000101	000212	7	7x7	10.339850
0101100	000031	7	7x7	9.047369
0100001	020003	7	7x7	10.339850
1111101	000202	7	7x7	9.047369
0001001	021200	7	7x7	11.632331
1010110	031131	7	7x7	11.632331
0000011	031300	7	7x7	11.632331
0111100	003312	7	7x7	11.632331
1001001	031122	7	7x7	11.632331
0110011	020211	7	7x7	10.339850
0101100	033131	7	7x7	10.339850
0101011	033111	7	7x7	9.047369
0001111	030022	7	7x7	11.632331
1101110	033312	7	7x7	10.339850
0011011	022131	7	7x7	11.632331
1000010	031133	7	7x7	11.632331
1001111	000003	7	7x7	6.462406
1010011	020212	7	7x7	10.339850
1110110	021222	7	7x7	10.339850
1010101	000300	7	7x7	7.754888
1000110	003311	7	7x7	10.339850
0101011	003330	7	7x7	9.047369
1001101	000003	7	7x7	6.462406
1010001	022221	7	7x7	7.754888
0011111	033303	7	7x7	10.339850
1011000	030200	7	7x7	10.339850
0010101	031300	7	7x7	11.632331
1000100	031121	7	7x7	12.924813
0000011	003313	7	7x7	11.632331
0001001	030002	7	7x7	10.339850
0100111	031111	7	7x7	9.047369
0000100	000221	7	7x7	9.047369
0101100	022003	7	7x7	10.339850
1001000	000020	7	7x7	9.047369
0010000	033311	7	7x7	9.047369
1010010	000221	7	7x7	9.047369
1001000	021113	7	7x7	10.339850
0111010	031133	7	7x7	11.632331
1100111	002022	7	7x7	7.754888
1001010	020021	7	7x7	11.632331
0010010	031113	7	7x7	10.339850
1000001	022131	7	7x7	11.632331
1111111	020020	7	7x7	10.339850
1010100	031113	7	7x7	10.339850
0010011	021211	7	7x7	9.047369
1101101	033020	7	7x7	11.632331
0001110	003130	7	7x7	11.632331
0001011	031303	7	7x7	11.632331
0011111	033312	7	7x7	10.339850
0011110	003302	7	7x7	11.632331
1110110	022112	7	7x7	10.339850
0100010	000002	7	7x7	6.462406
0111101	000311	7	7x7	10.339850
0101000	033333	7	7x7	6.462406
0001111	000003	7	7x7	6.462406
1001100	020222	7	7x7	9.047369
0010101	020022	7	7x7	10.339850
1101001	003311	7	7x7	10.339850
0010011	033312	7	7x7	10.339850
0110111	002120	7	7x7	11.632331
1010111	021220	7	7x7	11.632331
1111010	000000	7	7x7	2.584963
0001101	003113	7	7x7	11.632331
0011110	031333	7	7x7	10.339850
0110011	021131	7	7x7	12.924813
1111000	000220	7	7x7	9.047369
0100000	002112	7	7x7	11.632331
0011000	030300	7	7x7	7.754888
0101001	021211	7	7x7	9.047369
1001111	002122	7	7x7	10.339850
0011000	033020	7	7x7	11.632331
0010010	002221	7	7x7	9.047369
1000110	021221	7	7x7	11.632331
0011000	022111	7	7x7	9.047369
1011110	003333	7	7x7	7.754888
1100011	002122	7	7x7	10.339850
0010111	021113	7	7x7	10.339850
1110001	021211	7	7x7	9.047369
0010011	033312	7	7x7	10.339850
1100100	002021	7	7x7	9.047369
1111110	003133	7	7x7	10.339850
1001110	000331	7	7x7	9.047369
0101001	031131	7	7x7	11.632331
1001010	003113	7	7x7	11.632331
0111101	022131	7	7x7	11.632331
0001010	021121	7	7x7	11.632331
1011001	022033	7	7x7	11.632331
1100101	022120	7	7x7	11.632331
1000001	031121	7	7x7	12.924813
1101011	020302	7	7x7	11.632331
1000111	000333	7	7x7	7.754888
0100000	003133	7	7x7	10.339850
0111101	021133	7	7x7	11.632331
1001111	000030	7	7x7	9.047369
0000010	020333	7	7x7	10.339850
1111110	030311	7	7x7	10.339850
1111000	031122	7	7x7	11.632331
0001111	020022	7	7x7	10.339850
1111010	031122	7	7x7	11.632331
0111010	022222	7	7x7	6.462406
0101110	020212	7	7x7	10.339850
1010111	002111	7	7x7	10.339850
0111100	021131	7	7x7	12.924813
1111110	020003	7	7x7	10.339850
0000101	033331	7	7x7	7.754888
1110110	022112	7	7x7	10.339850
0000001	030220	7	7x7	11.632331
1001100	002121	7	7x7	10.339850
1110111	000021	7	7x7	9.047369
0010100	022213	7	7x7	10.339850
1101100	033113	7	7x7	10.339850
1101000	030030	7	7x7	10.339850
1111101	033113	7	7x7	10.339850
0101111	022022	7	7x7	9.047369
1111001	002200	7	7x7	10.339850
1110011	000330	7	7x7	9.047369
0000101	002033	7	7x7	10.339850
0110111	002111	7	7x7	10.339850
0100000	003031	7	7x7	9.047369
1011000	033020	7	7x7	11.632331
1001110	020212	7	7x7	10.339850
0000011	003131	7	7x7	10.339850
0000100	020331	7	7x7	11.632331
0110000	022120	7	7x7	11.632331
0010000	000313	7	7x7	10.339850
1000001	020022	7	7x7	10.339850
0110010	030000	7	7x7	9.047369
0100001	030221	7	7x7	11.632331
1011001	003000	7	7x7	7.754888
1011101	000331	7	7x7	9.047369
1010110	000021	7	7x7	9.047369
0100100	020302	7	7x7	11.632331
1100011	031300	7	7x7	11.632331
1000011	033312	7	7x7	10.339850
0101011	003002	7	7x7	9.047369
0010010	000222	7	7x7	7.754888
1000101	030313	7	7x7	10.339850
0000001	031130	7	7x7	12.924813
0001111	022121	7	7x7	10.339850
1010100	020222	7	7x7	9.047369
0000101	002203	7	7x7	11.632331
1100011	000002	7	7x7	6.462406
1001100	000000	7	7x7	2.584963
0101101	022111	7	7x7	9.047369
1000101	021222	7	7x7	10.339850
1010010	000302	7	7x7	10.339850
0011010	022112	7	7x7	10.339850
0111001	031111	7	7x7	9.047369
0111011	033121	7	7x7	11.632331
1100110	022213	7	7x7	10.339850
0100101	020330	7	7x7	11.632331
1010101	021200	7	7x7	11.632331
0110001	003113	7	7x7	11.632331
1110001	030033	7	7x7	10.339850
1001111	022113	7	7x7	10.339850
0011100	021133	7	7x7	11.632331
0101011	031311	7	7x7	9.047369
0001001	021120	7	7x7	12.924813
1001110	000002	7	7x7	6.462406
0101111	031311	7	7x7	9.047369
0000000	000212	7	7x7	10.339850
1010111	002003	7	7x7	9.047369
0100001	031113	7	7x7	10.339850
0000110	030331	7	7x7	10.339850
1011010	021133	7	7x7	11.632331
0001100	021120	7	7x7	12.924813
0101011	020002	7	7x7	10.339850
1110001	000220	7	7x7	9.047369
0010000	021131	7	7x7	12.924813
0100101	033121	7	7x7	11.632331
0001000	000020	7	7x7	9.047369
0100101	030203	7	7x7	11.632331
1111010	021220	7	7x7	11.632331
1000001	031313	7	7x7	9.047369
1101110	000021	7	7x7	9.047369
0000010	031300	7	7x7	11.632331
0101000	030333	7	7x7	9.047369
0001010	022213	7	7x7	10.339850
0101000	020302	7	7x7	11.632331
0110011	030200	7	7x7	10.339850
0110101	033131	7	7x7	10.339850
0110000	021131	7	7x7	12.924813
1011100	031300	7	7x7	11.632331
1101010	030333	7	7x7	9.047369
0011100	031330	7	7x7	11.632331
1000101	022212	7	7x7	10.339850
0000100	031112	7	7x7	10.339850
0100100	021131	7	7x7	12.924813
0001110	000313	7	7x7	10.339850
1111101	030022	7	7x7	11.632331
1000011	031122	7	7x7	11.632331
0001001	033020	7	7x7	11.632331
0100001	003330	7	7x7	9.047369
1001110	002202	7	7x7	10.339850
0110110	033002	7	7x7	10.339850
0100000	033112	7	7x7	10.339850
1011101	021133	7	7x7	11.632331
0010010	003033	7	7x7	7.754888
0000011	003111	7	7x7	10.339850
1000000	000313	7	7x7	10.339850
0111101	033111	7	7x7	9.047369
0010111	002020	7	7x7	7.754888
1101010	021131	7	7x7	12.924813
0101000	003331	7	7x7	9.047369
0110110	003131	7	7x7	10.339850
0111111	020030	7	7x7	12.924813
1111001	022220	7	7x7	7.754888
1000010	003113	7	7x7	11.632331
1110001	022212	7	7x7	10.339850
0010111	020331	7	7x7	11.632331
1111011	030002	7	7x7	10.339850
0000111	021131	7	7x7	12.924813
1001001	020021	7	7x7	11.632331
1100101	031303	7	7x7	11.632331
1010001	021202	7	7x7	11.632331
0011111	031312	7	7x7	10.339850
0110010	031113	7	7x7	10.339850
0100100	031121	7	7x7	12.924813
1111110	030331	7	7x7	10.339850
0000111	021131	7	7x7	12.924813
1101111	030222	7	7x7	10.339850
1001011	002213	7	7x7	11.632331
1010000	021122	7	7x7	11.632331
0101110	003113	7	7x7	11.632331
0001111	033002	7	7x7	10.339850
1100100	030200	7	7x7	10.339850
0001000	002112	7	7x7	11.632331
0111000	020002	7	7x7	10.339850
0010111	031300	7	7x7	11.632331
1011100	022033	7	7x7	11.632331
1011011	000212	7	7x7	10.339850
1010000	002002	7	7x7	9.047369
1100111	031312	7	7x7	10.339850
1101001	020020	7	7x7	10.339850
1111000	030311	7	7x7	10.339850
1100101	022122	7	7x7	9.047369
1001001	031303	7	7x7	11.632331
0101101	002111	7	7x7	10.339850
1111110	033002	7	7x7	10.339850
0100110	030003	7	7x7	10.339850
1000111	033331	7	7x7	7.754888
0111110	020331	7	7x7	11.632331
0101100	033020	7	7x7	11.632331
1011011	022113	7	7x7	10.339850
0010111	000311	7	7x7	10.339850
1110000	022131	7	7x7	11.632331
0011010	000002	7	7x7	6.462406
1011100	022030	7	7x7	11.632331
1000000	031303	7	7x7	11.632331
1010011	002112	7	7x7	11.632331
1000010	003333	7	7x7	7.754888
1100100	031111	7	7x7	9.047369
0010010	021202	7	7x7	11.632331
0010101	021212	7	7x7	9.047369
0111101	021212	7	7x7	9.047369
1001110	020300	7	7x7	10.339850
0110101	000021	7	7x7	9.047369
1001001	033121	7	7x7	11.632331
0101110	002112	7	7x7	11.632331
1110011	022112	7	7x7	10.339850
0011010	033000	7	7x7	9.047369
0110000	030311	7	7x7	10.339850
0010111	002003	7	7x7	9.047369
1000100	033333	7	7x7	6.462406
0101101	022021	7	7x7	11.632331
1010101	021131	7	7x7	12.924813
0111100	021121	7	7x7	11.632331
1100011	021212	7	7x7	9.047369
0111100	020333	7	7x7	10.339850
0010011	031121	7	7x7	12.924813
1100100	003333	7	7x7	7.754888
0101011	022021	7	7x7	11.632331
1100000	030302	7	7x7	9.047369
0111011	020021	7	7x7	11.632331
0000111	020221	7	7x7	10.339850
0010010	022120	7	7x7	11.632331
1000001	021120	7	7x7	12.924813
0110100	021211	7	7x7	9.047369
1110101	031122	7	7x7	11.632331
1010110	002121	7	7x7	10.339850
0000011	021113	7	7x7	10.339850
0000000	002111	7	7x7	10.339850
0011001	003000	7	7x7	7.754888
0100010	021113	7	7x7	10.339850
0100000	002111	7	7x7	10.339850
0100101	002022	7	7x7	7.754888
1000100	002121	7	7x7	10.339850
1100110	031303	7	7x7	11.632331
0111010	030221	7	7x7	11.632331
1000001	002021	7	7x7	9.047369
0000110	000333	7	7x7	7.754888
0011011	030333	7	7x7	9.047369
1110100	021111	7	7x7	9.047369
1110100	021120	7	7x7	12.924813
1101000	022112	7	7x7	10.339850
1110101	020021	7	7x7	11.632331
0100000	021202	7	7x7	11.632331
0011000	022002	7	7x7	10.339850
0110110	021200	7	7x7	11.632331
0000011	030200	7	7x7	10.339850
1001011	022002	7	7x7	10.339850
1001100	003003	7	7x7	9.047369
0110110	021212	7	7x7	9.047369
0100011	020033	7	7x7	11.632331
0110110	033022	7	7x7	11.632331
1111110	022122	7	7x7	9.047369
0011101	022131	7	7x7	11.632331
0110111	031303	7	7x7	11.632331
0010000	022131	7	7x7	11.632331
1001100	020003	7	7x7	10.339850
1010001	021120	7	7x7	12.924813
1001111	033121	7	7x7	11.632331
1110000	000002	7	7x7	6.462406
0001110	022213	7	7x7	10.339850
1010000	033113	7	7x7	10.339850
1100100	002033	7	7x7	10.339850
0001110	003002	7	7x7	9.047369
0101111	031122	7	7x7	11.632331
0001011	030303	7	7x7	7.754888
0101001	031130	7	7x7	12.924813
0100001	003031	7	7x7	9.047369
1000011	002220	7	7x7	9.047369
1000000	022203	7	7x7	10.339850
0100110	003312	7	7x7	11.632331
1010011	022203	7	7x7	10.339850
0001001	021113	7	7x7	10.339850
1010110	022120	7	7x7	11.632331
1100111	021221	7	7x7	11.632331
1000110	022020	7	7x7	10.339850
0010010	002212	7	7x7	11.632331
0010001	030220	7	7x7	11.632331
0101101	022122	7	7x7	9.047369
1111001	031121	7	7x7	12.924813
1010001	020333	7	7x7	10.339850
1011010	002203	7	7x7	11.632331
1000110	000302	7	7x7	10.339850
1000111	033121	7	7x7	11.632331
1011110	021113	7	7x7	10.339850
1111110	022220	7	7x7	7.754888
0100010	031112	7	7x7	10.339850
0011000	000333	7	7x7	7.754888
0011010	030220	7	7x7	11.632331
1110011	030200	7	7x7	10.339850
0001010	033020	7	7x7	11.632331
1111011	000211	7	7x7	10.339850
1010111	021111	7	7x7	9.047369
1001011	021133	7	7x7	11.632331
0111000	021220	7	7x7	11.632331
1011001	002112	7	7x7	11.632331
0000011	022221	7	7x7	7.754888
1001110	020211	7	7x7	10.339850
0111000	020031	7	7x7	12.924813
1011011	031312	7	7x7	10.339850
1000101	000221	7	7x7	9.047369
1101011	021111	7	7x7	9.047369
0010000	002021	7	7x7	9.047369
1100101	002120	7	7x7	11.632331
0001011	021133	7	7x7	11.632331
0110000	033121	7	7x7	11.632331
1101101	003111	7	7x7	10.339850
0101111	031111	7	7x7	9.047369
1001001	030202	7	7x7	10.339850
0011000	020331	7	7x7	11.632331
0000011	000300	7	7x7	7.754888
1010000	002033	7	7x7	10.339850
0011011	000311	7	7x7	10.339850
0010111	003111	7	7x7	10.339850
1111111	030302	7	7x7	9.047369
1010110	031121	7	7x7	12.924813
1001011	002122	7	7x7	10.339850
0100111	002202	7	7x7	10.339850
1000001	033031	7	7x7	11.632331
1010010	031300	7	7x7	11.632331
0011011	021200	7	7x7	11.632331
0111100	000333	7	7x7	7.754888
1011011	030030	7	7x7	10.339850
1110101	033002	7	7x7	10.339850
0011110	000031	7	7x7	9.047369
0010010	021200	7	7x7	11.632331
0010111	030200	7	7x7	10.339850
1101110	000211	7	7x7	10.339850
1011111	003131	7	7x7	10.339850
0010011	022131	7	7x7	11.632331
1101110	021220	7	7x7	11.632331
1001000	000302	7	7x7	10.339850
0010011	003113	7	7x7	11.632331
0100010	033312	7	7x7	10.339850
0000011	021111	7	7x7	9.047369
1111010	030221	7	7x7	11.632331
1111111	020221	7	7x7	10.339850
0001101	000020	7	7x7	9.047369
1000101	021133	7	7x7	11.632331
0011011	033131	7	7x7	10.339850
1011111	033302	7	7x7	10.339850
1010001	021200	7	7x7	11.632331
1111000	030002	7	7x7	10.339850
0001010	022033	7	7x7	11.632331
1010010	021133	7	7x7	11.632331
1101010	021213	7	7x7	10.339850
0001011	031130	7	7x7	12.924813
0110100	022211	7	7x7	9.047369
1110010	000002	7	7x7	6.462406
0101000	031313	7	7x7	9.047369
0010111	003313	7	7x7	11.632331
1100111	020021	7	7x7	11.632331
1110011	002200	7	7x7	10.339850
1011100	000313	7	7x7	10.339850
0100000	022222	7	7x7	6.462406
0111111	031122	7	7x7	11.632331
1000001	020030	7	7x7	12.924813
0101011	022111	7	7x7	9.047369
1010010	000212	7	7x7	10.339850
0101111	033302	7	7x7	10.339850
1101011	003130	7	7x7	11.632331
1110110	021133	7	7x7	11.632331
1011101	021133	7	7x7	11.632331
0101101	002002	7	7x7	9.047369
0111100	021120	7	7x7	12.924813
1001010	003000	7	7x7	7.754888
0110111	031121	7	7x7	12.924813
0001111	022131	7	7x7	11.632331
0101010	003002	7	7x7	9.047369
1010011	031300	7	7x7	11.632331
0100001	000020	7	7x7	9.047369
0010111	021131	7	7x7	12.924813
1110001	020202	7	7x7	7.754888
1100000	002221	7	7x7	9.047369
1000111	002030	7	7x7	10.339850
0101110	031303	7	7x7	11.632331
1100011	020031	7	7x7	12.924813
1010111	030311	7	7x7	10.339850
0110011	021213	7	7x7	10.339850
0110111	021120	7	7x7	12.924813
0110100	022211	7	7x7	9.047369
1010100	002033	7	7x7	10.339850
1101010	021113	7	7x7	10.339850
1000111	000030	7	7x7	9.047369
1001101	021213	7	7x7	10.339850
0111110	002112	7	7x7	11.632331
1100100	002122	7	7x7	10.339850
0101000	002111	7	7x7	10.339850
0101001	031121	7	7x7	12.924813
1110010	031300	7	7x7	11.632331
1100111	000313	7	7x7	10.339850
0011001	031330	7	7x7	11.632331
0000111	031112	7	7x7	10.339850
1010011	031330	7	7x7	11.632331
0100001	002121	7	7x7	10.339850
1001111	033022	7	7x7	11.632331
0101110	021202	7	7x7	11.632331
1111100	020030	7	7x7	12.924813
1111111	030222	7	7x7	10.339850
1100101	021112	7	7x7	10.339850
1010001	031122	7	7x7	11.632331
1110010	021202	7	7x7	11.632331
0001001	000331	7	7x7	9.047369
1101010	022200	7	7x7	9.047369
1011101	003033	7	7x7	7.754888
1001110	021213	7	7x7	10.339850
1001110	003113	7	7x7	11.632331
0011100	022030	7	7x7	11.632331
0001100	021220	7	7x7	11.632331
0000000	021113	7	7x7	10.339850
1010110	003020	7	7x7	10.339850
1111101	002112	7	7x7	11.632331
1101011	002120	7	7x7	11.632331
0010100	021133	7	7x7	11.632331
0100111	000003	7	7x7	6.462406
1011010	021200	7	7x7	11.632331
1000111	030303	7	7x7	7.754888
1001011	031112	7	7x7	10.339850
1001101	003111	7	7x7	10.339850
1101000	031330	7	7x7	11.632331
1000110	000333	7	7x7	7.754888
1110110	021112	7	7x7	10.339850
1101011	021133	7	7x7	11.632331
0100011	030022	7	7x7	11.632331
1100010	033133	7	7x7	9.047369
1101101	031111	7	7x7	9.047369
1111100	000313	7	7x7	10.339850
0001110	000202	7	7x7	9.047369
0000100	030000	7	7x7	9.047369
1001101	020002	7	7x7	10.339850
0100110	021200	7	7x7	11.632331
0101101	031121	7	7x7	12.924813
1000101	031112	7	7x7	10.339850
0101110	020331	7	7x7	11.632331
0111110	020302	7	7x7	11.632331
1011101	002213	7	7x7	11.632331
0100000	033311	7	7x7	9.047369
0100101	031112	7	7x7	10.339850
0001100	000221	7	7x7	9.047369
1011000	033111	7	7x7	9.047369
1111111	030200	7	7x7	10.339850
1000111	030021	7	7x7	12.924813
1101011	021202	7	7x7	11.632331
0011100	022112	7	7x7	10.339850
1010111	033303	7	7x7	10.339850
1101000	021120	7	7x7	12.924813
0010001	021220	7	7x7	11.632331
1101110	002022	7	7x7	7.754888
1001011	003313	7	7x7	11.632331
0111100	020203	7	7x7	9.047369
0010000	003002	7	7x7	9.047369
0111111	000222	7	7x7	7.754888
0011001	033131	7	7x7	10.339850
1100001	002202	7	7x7	10.339850
0010001	031121	7	7x7	12.924813
0101111	003302	7	7x7	11.632331
0001010	022020	7	7x7	10.339850
0011100	003300	7	7x7	10.339850
1101100	033020	7	7x7	11.632331
0001100	033002	7	7x7	10.339850
0000001	002002	7	7x7	9.047369
1110101	021121	7	7x7	11.632331
0110101	021213	7	7x7	10.339850
1001100	002003	7	7x7	9.047369
0000010	033302	7	7x7	10.339850
0000100	020333	7	7x7	10.339850
0001010	033111	7	7x7	9.047369
0001010	020211	7	7x7	10.339850
0110100	030331	7	7x7	10.339850
1011110	031122	7	7x7	11.632331
1101101	022131	7	7x7	11.632331
0101000	022113	7	7x7	10.339850
0111001	033331	7	7x7	7.754888
1011100	021113	7	7x7	10.339850
1100111	021131	7	7x7	12.924813
1011100	033111	7	7x7	9.047369
1010111	021202	7	7x7	11.632331
0010101	033121	7	7x7	11.632331
0101101	000211	7	7x7	10.339850
0111011	022212	7	7x7	10.339850
