Binary	UpDownNotation	n	GridSize	KC
01001	0002	5	5x5	5.000000
11011	0220	5	5x5	6.000000
10001	0303	5	5x5	6.000000
11010	0021	5	5x5	7.000000
10010	0330	5	5x5	6.000000
11000	0311	5	5x5	7.000000
10110	0220	5	5x5	6.000000
11000	0031	5	5x5	7.000000
11000	0333	5	5x5	5.000000
10101	0222	5	5x5	5.000000
00100	0031	5	5x5	7.000000
11110	0022	5	5x5	6.000000
11010	0302	5	5x5	7.000000
00010	0211	5	5x5	7.000000
00111	0311	5	5x5	7.000000
10001	0331	5	5x5	6.000000
01001	0031	5	5x5	7.000000
01111	0330	5	5x5	6.000000
10000	0313	5	5x5	7.000000
00010	0302	5	5x5	7.000000
01110	0222	5	5x5	5.000000
11100	0211	5	5x5	7.000000
10011	0220	5	5x5	6.000000
00001	0003	5	5x5	5.000000
00110	0302	5	5x5	7.000000
11001	0211	5	5x5	7.000000
01000	0302	5	5x5	7.000000
01101	0313	5	5x5	7.000000
11111	0021	5	5x5	7.000000
10010	0212	5	5x5	7.000000
00100	0303	5	5x5	6.000000
10000	0002	5	5x5	5.000000
10010	0200	5	5x5	6.000000
00101	0021	5	5x5	7.000000
01100	0221	5	5x5	6.000000
01100	0021	5	5x5	7.000000
00011	0202	5	5x5	6.000000
01000	0022	5	5x5	6.000000
00010	0211	5	5x5	7.000000
11000	0303	5	5x5	6.000000
01010	0033	5	5x5	6.000000
00010	0003	5	5x5	5.000000
00011	0031	5	5x5	7.000000
11110	0220	5	5x5	6.000000
00000	0333	5	5x5	5.000000
00000	0003	5	5x5	5.000000
01101	0311	5	5x5	7.000000
00111	0031	5	5x5	7.000000
01000	0031	5	5x5	7.000000
11000	0000	5	5x5	2.000000
00001	0331	5	5x5	6.000000
00011	0002	5	5x5	5.000000
01010	0002	5	5x5	5.000000
00100	0203	5	5x5	7.000000
11110	0220	5	5x5	6.000000
11011	0203	5	5x5	7.000000
11110	0021	5	5x5	7.000000
10000	0000	5	5x5	2.000000
01110	0031	5	5x5	7.000000
00111	0020	5	5x5	6.000000
01100	0211	5	5x5	7.000000
10111	0222	5	5x5	5.000000
00101	0300	5	5x5	6.000000
00010	0203	5	5x5	7.000000
00000	0311	5	5x5	7.000000
11111	0003	5	5x5	5.000000
10000	0333	5	5x5	5.000000
11010	0211	5	5x5	7.000000
00000	0330	5	5x5	6.000000
01001	0222	5	5x5	5.000000
11010	0313	5	5x5	7.000000
00110	0202	5	5x5	6.000000
00110	0022	5	5x5	6.000000
00000	0221	5	5x5	6.000000
10110	0030	5	5x5	6.000000
00100	0221	5	5x5	6.000000
10110	0313	5	5x5	7.000000
00010	0203	5	5x5	7.000000
01101	0221	5	5x5	6.000000
00101	0022	5	5x5	6.000000
01101	0020	5	5x5	6.000000
00110	0020	5	5x5	6.000000
01101	0221	5	5x5	6.000000
00010	0000	5	5x5	2.000000
01000	0313	5	5x5	7.000000
01100	0220	5	5x5	6.000000
01101	0020	5	5x5	6.000000
10111	0202	5	5x5	6.000000
11011	0221	5	5x5	6.000000
10010	0000	5	5x5	2.000000
10000	0202	5	5x5	6.000000
11000	0211	5	5x5	7.000000
00110	0311	5	5x5	7.000000
10111	0331	5	5x5	6.000000
11101	0331	5	5x5	6.000000
01100	0222	5	5x5	5.000000
10011	0211	5	5x5	7.000000
10101	0022	5	5x5	6.000000
00100	0021	5	5x5	7.000000
01000	0302	5	5x5	7.000000
01011	0211	5	5x5	7.000000
11010	0333	5	5x5	5.000000
11001	0202	5	5x5	6.000000
10010	0022	5	5x5	6.000000
10111	0311	5	5x5	7.000000
01000	0031	5	5x5	7.000000
00100	0203	5	5x5	7.000000
01111	0311	5	5x5	7.000000
11011	0331	5	5x5	6.000000
11011	0212	5	5x5	7.000000
11000	0021	5	5x5	7.000000
01000	0021	5	5x5	7.000000
00010	0333	5	5x5	5.000000
11111	0311	5	5x5	7.000000
00001	0033	5	5x5	6.000000
00011	0200	5	5x5	6.000000
11011	0203	5	5x5	7.000000
00000	0331	5	5x5	6.000000
01010	0311	5	5x5	7.000000
01110	0211	5	5x5	7.000000
01110	0020	5	5x5	6.000000
10000	0002	5	5x5	5.000000
10100	0033	5	5x5	6.000000
11001	0212	5	5x5	7.000000
01110	0331	5	5x5	6.000000
10011	0313	5	5x5	7.000000
00101	0311	5	5x5	7.000000
01001	0300	5	5x5	6.000000
10100	0033	5	5x5	6.000000
01111	0311	5	5x5	7.000000
00000	0221	5	5x5	6.000000
00000	0000	5	5x5	2.000000
10110	0033	5	5x5	6.000000
01011	0221	5	5x5	6.000000
10000	0211	5	5x5	7.000000
11000	0212	5	5x5	7.000000
11000	0033	5	5x5	6.000000
01011	0020	5	5x5	6.000000
10001	0331	5	5x5	6.000000
01100	0022	5	5x5	6.000000
10011	0022	5	5x5	6.000000
11100	0030	5	5x5	6.000000
11100	0022	5	5x5	6.000000
01110	0221	5	5x5	6.000000
10100	0030	5	5x5	6.000000
10000	0021	5	5x5	7.000000
01101	0221	5	5x5	6.000000
01010	0033	5	5x5	6.000000
10011	0203	5	5x5	7.000000
11111	0003	5	5x5	5.000000
10001	0021	5	5x5	7.000000
10101	0000	5	5x5	2.000000
10011	0330	5	5x5	6.000000
10110	0303	5	5x5	6.000000
10001	0003	5	5x5	5.000000
10011	0313	5	5x5	7.000000
11011	0221	5	5x5	6.000000
11001	0200	5	5x5	6.000000
11000	0331	5	5x5	6.000000
00010	0022	5	5x5	6.000000
10001	0331	5	5x5	6.000000
10101	0212	5	5x5	7.000000
00010	0211	5	5x5	7.000000
10111	0003	5	5x5	5.000000
01100	0311	5	5x5	7.000000
11111	0212	5	5x5	7.000000
00110	0203	5	5x5	7.000000
00100	0313	5	5x5	7.000000
10001	0211	5	5x5	7.000000
10110	0221	5	5x5	6.000000
11100	0313	5	5x5	7.000000
00011	0212	5	5x5	7.000000
11010	0000	5	5x5	2.000000
01001	0033	5	5x5	6.000000
00100	0330	5	5x5	6.000000
01001	0003	5	5x5	5.000000
00100	0212	5	5x5	7.000000
11111	0331	5	5x5	6.000000
11001	0022	5	5x5	6.000000
11101	0003	5	5x5	5.000000
00011	0033	5	5x5	6.000000
10100	0220	5	5x5	6.000000
11110	0211	5	5x5	7.000000
10001	0212	5	5x5	7.000000
00110	0203	5	5x5	7.000000
11010	0203	5	5x5	7.000000
10111	0000	5	5x5	2.000000
10110	0021	5	5x5	7.000000
00101	0000	5	5x5	2.000000
00110	0211	5	5x5	7.000000
11100	0003	5	5x5	5.000000
10101	0203	5	5x5	7.000000
11010	0202	5	5x5	6.000000
00001	0031	5	5x5	7.000000
01101	0302	5	5x5	7.000000
10011	0020	5	5x5	6.000000
10100	0020	5	5x5	6.000000
10010	0002	5	5x5	5.000000
00100	0200	5	5x5	6.000000
00001	0220	5	5x5	6.000000
00101	0211	5	5x5	7.000000
10111	0313	5	5x5	7.000000
10111	0033	5	5x5	6.000000
11011	0220	5	5x5	6.000000
00100	0220	5	5x5	6.000000
11100	0021	5	5x5	7.000000
10001	0211	5	5x5	7.000000
10111	0300	5	5x5	6.000000
11011	0221	5	5x5	6.000000
00010	0221	5	5x5	6.000000
01100	0003	5	5x5	5.000000
10011	0331	5	5x5	6.000000
10111	0212	5	5x5	7.000000
11001	0222	5	5x5	5.000000
00111	0313	5	5x5	7.000000
11001	0003	5	5x5	5.000000
10010	0313	5	5x5	7.000000
01011	0212	5	5x5	7.000000
00101	0203	5	5x5	7.000000
01000	0203	5	5x5	7.000000
00100	0311	5	5x5	7.000000
11010	0300	5	5x5	6.000000
11101	0331	5	5x5	6.000000
01101	0211	5	5x5	7.000000
01111	0311	5	5x5	7.000000
01001	0003	5	5x5	5.000000
11111	0330	5	5x5	6.000000
01010	0022	5	5x5	6.000000
11011	0203	5	5x5	7.000000
00011	0022	5	5x5	6.000000
00000	0003	5	5x5	5.000000
00001	0003	5	5x5	5.000000
01010	0311	5	5x5	7.000000
00111	0003	5	5x5	5.000000
11011	0331	5	5x5	6.000000
01111	0203	5	5x5	7.000000
11010	0031	5	5x5	7.000000
01000	0003	5	5x5	5.000000
00011	0221	5	5x5	6.000000
11000	0211	5	5x5	7.000000
11110	0031	5	5x5	7.000000
10001	0020	5	5x5	6.000000
00100	0311	5	5x5	7.000000
10010	0211	5	5x5	7.000000
01111	0303	5	5x5	6.000000
10001	0212	5	5x5	7.000000
11011	0222	5	5x5	5.000000
01010	0333	5	5x5	5.000000
10110	0002	5	5x5	5.000000
01101	0022	5	5x5	6.000000
10011	0300	5	5x5	6.000000
00110	0033	5	5x5	6.000000
10010	0221	5	5x5	6.000000
00011	0021	5	5x5	7.000000
10011	0313	5	5x5	7.000000
11010	0003	5	5x5	5.000000
10011	0022	5	5x5	6.000000
10101	0212	5	5x5	7.000000
11110	0021	5	5x5	7.000000
01100	0211	5	5x5	7.000000
11000	0211	5	5x5	7.000000
00110	0000	5	5x5	2.000000
10101	0313	5	5x5	7.000000
11011	0221	5	5x5	6.000000
00011	0000	5	5x5	2.000000
00011	0212	5	5x5	7.000000
11001	0002	5	5x5	5.000000
10010	0211	5	5x5	7.000000
11111	0302	5	5x5	7.000000
11011	0003	5	5x5	5.000000
00000	0220	5	5x5	6.000000
10001	0333	5	5x5	5.000000
10100	0313	5	5x5	7.000000
00110	0330	5	5x5	6.000000
10010	0003	5	5x5	5.000000
01101	0003	5	5x5	5.000000
01111	0030	5	5x5	6.000000
00000	0211	5	5x5	7.000000
10001	0002	5	5x5	5.000000
01100	0313	5	5x5	7.000000
11010	0020	5	5x5	6.000000
00010	0333	5	5x5	5.000000
01111	0212	5	5x5	7.000000
11011	0211	5	5x5	7.000000
10110	0030	5	5x5	6.000000
00100	0211	5	5x5	7.000000
00001	0220	5	5x5	6.000000
10101	0033	5	5x5	6.000000
11110	0002	5	5x5	5.000000
01111	0221	5	5x5	6.000000
10111	0031	5	5x5	7.000000
10111	0033	5	5x5	6.000000
11010	0313	5	5x5	7.000000
00000	0313	5	5x5	7.000000
00110	0033	5	5x5	6.000000
10001	0211	5	5x5	7.000000
11011	0222	5	5x5	5.000000
01101	0212	5	5x5	7.000000
11100	0031	5	5x5	7.000000
00010	0002	5	5x5	5.000000
10010	0022	5	5x5	6.000000
10000	0022	5	5x5	6.000000
11001	0333	5	5x5	5.000000
11001	0300	5	5x5	6.000000
10111	0020	5	5x5	6.000000
10001	0022	5	5x5	6.000000
11111	0202	5	5x5	6.000000
00011	0033	5	5x5	6.000000
00010	0331	5	5x5	6.000000
11000	0203	5	5x5	7.000000
00001	0030	5	5x5	6.000000
10111	0203	5	5x5	7.000000
01010	0311	5	5x5	7.000000
11111	0200	5	5x5	6.000000
00111	0211	5	5x5	7.000000
10110	0211	5	5x5	7.000000
01110	0211	5	5x5	7.000000
01011	0211	5	5x5	7.000000
00001	0311	5	5x5	7.000000
00111	0033	5	5x5	6.000000
10111	0021	5	5x5	7.000000
00001	0222	5	5x5	5.000000
00100	0333	5	5x5	5.000000
01110	0333	5	5x5	5.000000
10000	0300	5	5x5	6.000000
10111	0311	5	5x5	7.000000
10010	0003	5	5x5	5.000000
11100	0031	5	5x5	7.000000
01100	0211	5	5x5	7.000000
01011	0212	5	5x5	7.000000
11101	0033	5	5x5	6.000000
00000	0003	5	5x5	5.000000
11000	0221	5	5x5	6.000000
10010	0220	5	5x5	6.000000
00111	0212	5	5x5	7.000000
10110	0203	5	5x5	7.000000
11100	0311	5	5x5	7.000000
11110	0220	5	5x5	6.000000
11100	0200	5	5x5	6.000000
11011	0302	5	5x5	7.000000
11100	0000	5	5x5	2.000000
00000	0331	5	5x5	6.000000
00101	0300	5	5x5	6.000000
10011	0003	5	5x5	5.000000
00110	0311	5	5x5	7.000000
11000	0311	5	5x5	7.000000
00011	0030	5	5x5	6.000000
01110	0302	5	5x5	7.000000
00101	0200	5	5x5	6.000000
00010	0031	5	5x5	7.000000
00100	0221	5	5x5	6.000000
01101	0022	5	5x5	6.000000
00101	0311	5	5x5	7.000000
00011	0002	5	5x5	5.000000
01110	0211	5	5x5	7.000000
11110	0203	5	5x5	7.000000
11001	0031	5	5x5	7.000000
00101	0211	5	5x5	7.000000
01000	0002	5	5x5	5.000000
10101	0000	5	5x5	2.000000
00110	0031	5	5x5	7.000000
01011	0211	5	5x5	7.000000
00111	0222	5	5x5	5.000000
11110	0221	5	5x5	6.000000
01000	0021	5	5x5	7.000000
01000	0200	5	5x5	6.000000
10001	0333	5	5x5	5.000000
01010	0222	5	5x5	5.000000
11010	0021	5	5x5	7.000000
01101	0202	5	5x5	6.000000
11100	0333	5	5x5	5.000000
11111	0003	5	5x5	5.000000
11100	0300	5	5x5	6.000000
01101	0211	5	5x5	7.000000
01001	0021	5	5x5	7.000000
00100	0220	5	5x5	6.000000
11111	0313	5	5x5	7.000000
11001	0002	5	5x5	5.000000
11010	0333	5	5x5	5.000000
00001	0200	5	5x5	6.000000
11011	0000	5	5x5	2.000000
10111	0031	5	5x5	7.000000
01011	0211	5	5x5	7.000000
10111	0313	5	5x5	7.000000
00110	0000	5	5x5	2.000000
11010	0031	5	5x5	7.000000
10000	0311	5	5x5	7.000000
11010	0003	5	5x5	5.000000
01001	0033	5	5x5	6.000000
10011	0311	5	5x5	7.000000
10001	0212	5	5x5	7.000000
10000	0203	5	5x5	7.000000
00110	0303	5	5x5	6.000000
11111	0203	5	5x5	7.000000
00110	0033	5	5x5	6.000000
11101	0331	5	5x5	6.000000
00001	0302	5	5x5	7.000000
11111	0021	5	5x5	7.000000
10100	0002	5	5x5	5.000000
10101	0311	5	5x5	7.000000
01100	0311	5	5x5	7.000000
11101	0333	5	5x5	5.000000
10100	0030	5	5x5	6.000000
01100	0203	5	5x5	7.000000
00001	0331	5	5x5	6.000000
00100	0000	5	5x5	2.000000
11010	0003	5	5x5	5.000000
01011	0212	5	5x5	7.000000
00110	0221	5	5x5	6.000000
10010	0000	5	5x5	2.000000
00001	0220	5	5x5	6.000000
01011	0333	5	5x5	5.000000
10100	0331	5	5x5	6.000000
10101	0002	5	5x5	5.000000
01101	0222	5	5x5	5.000000
11101	0331	5	5x5	6.000000
01010	0000	5	5x5	2.000000
10001	0211	5	5x5	7.000000
01011	0021	5	5x5	7.000000
00110	0003	5	5x5	5.000000
01100	0000	5	5x5	2.000000
11011	0313	5	5x5	7.000000
01001	0002	5	5x5	5.000000
11100	0022	5	5x5	6.000000
11001	0221	5	5x5	6.000000
01010	0211	5	5x5	7.000000
01101	0022	5	5x5	6.000000
00000	0333	5	5x5	5.000000
00011	0031	5	5x5	7.000000
10101	0302	5	5x5	7.000000
10110	0202	5	5x5	6.000000
10111	0002	5	5x5	5.000000
01001	0031	5	5x5	7.000000
00100	0031	5	5x5	7.000000
01010	0211	5	5x5	7.000000
01110	0203	5	5x5	7.000000
10110	0003	5	5x5	5.000000
11110	0021	5	5x5	7.000000
00100	0002	5	5x5	5.000000
00001	0313	5	5x5	7.000000
10101	0311	5	5x5	7.000000
01010	0333	5	5x5	5.000000
00011	0311	5	5x5	7.000000
10101	0222	5	5x5	5.000000
01010	0000	5	5x5	2.000000
10110	0313	5	5x5	7.000000
01110	0300	5	5x5	6.000000
10110	0030	5	5x5	6.000000
11111	0313	5	5x5	7.000000
00111	0002	5	5x5	5.000000
01111	0211	5	5x5	7.000000
01010	0033	5	5x5	6.000000
11001	0211	5	5x5	7.000000
11110	0331	5	5x5	6.000000
10000	0313	5	5x5	7.000000
00110	0222	5	5x5	5.000000
01100	0331	5	5x5	6.000000
10010	0200	5	5x5	6.000000
11100	0302	5	5x5	7.000000
00000	0002	5	5x5	5.000000
10111	0211	5	5x5	7.000000
10111	0022	5	5x5	6.000000
00011	0311	5	5x5	7.000000
00000	0202	5	5x5	6.000000
01001	0203	5	5x5	7.000000
11100	0333	5	5x5	5.000000
01001	0212	5	5x5	7.000000
00101	0030	5	5x5	6.000000
01010	0222	5	5x5	5.000000
10100	0311	5	5x5	7.000000
11111	0222	5	5x5	5.000000
11110	0311	5	5x5	7.000000
10001	0221	5	5x5	6.000000
01000	0031	5	5x5	7.000000
10101	0203	5	5x5	7.000000
10111	0211	5	5x5	7.000000
01010	0021	5	5x5	7.000000
10111	0313	5	5x5	7.000000
01000	0221	5	5x5	6.000000
00000	0021	5	5x5	7.000000
01010	0211	5	5x5	7.000000
11011	0021	5	5x5	7.000000
10001	0331	5	5x5	6.000000
00100	0331	5	5x5	6.000000
10000	0031	5	5x5	7.000000
11000	0021	5	5x5	7.000000
11001	0311	5	5x5	7.000000
01110	0030	5	5x5	6.000000
01111	0311	5	5x5	7.000000
01100	0311	5	5x5	7.000000
11010	0211	5	5x5	7.000000
01101	0331	5	5x5	6.000000
10000	0033	5	5x5	6.000000
01111	0221	5	5x5	6.000000
11010	0311	5	5x5	7.000000
00101	0221	5	5x5	6.000000
11111	0313	5	5x5	7.000000
10000	0020	5	5x5	6.000000
01101	0302	5	5x5	7.000000
01100	0313	5	5x5	7.000000
11111	0003	5	5x5	5.000000
00110	0313	5	5x5	7.000000
00100	0311	5	5x5	7.000000
10110	0030	5	5x5	6.000000
11101	0311	5	5x5	7.000000
11000	0212	5	5x5	7.000000
01101	0222	5	5x5	5.000000
00000	0331	5	5x5	6.000000
11010	0331	5	5x5	6.000000
01110	0331	5	5x5	6.000000
00000	0331	5	5x5	6.000000
01110	0311	5	5x5	7.000000
01100	0033	5	5x5	6.000000
01110	0303	5	5x5	6.000000
00010	0221	5	5x5	6.000000
00010	0211	5	5x5	7.000000
10101	0030	5	5x5	6.000000
10010	0313	5	5x5	7.000000
10000	0330	5	5x5	6.000000
11110	0221	5	5x5	6.000000
01010	0000	5	5x5	2.000000
01110	0311	5	5x5	7.000000
01010	0021	5	5x5	7.000000
01001	0311	5	5x5	7.000000
11110	0311	5	5x5	7.000000
00100	0033	5	5x5	6.000000
00001	0300	5	5x5	6.000000
01111	0002	5	5x5	5.000000
11000	0021	5	5x5	7.000000
11010	0221	5	5x5	6.000000
11011	0313	5	5x5	7.000000
11000	0302	5	5x5	7.000000
10011	0033	5	5x5	6.000000
00010	0222	5	5x5	5.000000
11100	0331	5	5x5	6.000000
10011	0313	5	5x5	7.000000
00001	0212	5	5x5	7.000000
00110	0330	5	5x5	6.000000
10111	0021	5	5x5	7.000000
10101	0031	5	5x5	7.000000
01000	0211	5	5x5	7.000000
11001	0031	5	5x5	7.000000
11001	0020	5	5x5	6.000000
11011	0331	5	5x5	6.000000
00110	0030	5	5x5	6.000000
10010	0002	5	5x5	5.000000
11000	0311	5	5x5	7.000000
00110	0211	5	5x5	7.000000
01010	0211	5	5x5	7.000000
11001	0313	5	5x5	7.000000
00000	0202	5	5x5	6.000000
01000	0000	5	5x5	2.000000
10000	0220	5	5x5	6.000000
11110	0221	5	5x5	6.000000
01111	0313	5	5x5	7.000000
11011	0030	5	5x5	6.000000
00010	0211	5	5x5	7.000000
10111	0003	5	5x5	5.000000
10000	0021	5	5x5	7.000000
01101	0221	5	5x5	6.000000
00110	0311	5	5x5	7.000000
10111	0002	5	5x5	5.000000
10101	0222	5	5x5	5.000000
01111	0212	5	5x5	7.000000
11010	0220	5	5x5	6.000000
00010	0311	5	5x5	7.000000
00100	0302	5	5x5	7.000000
01101	0200	5	5x5	6.000000
01000	0211	5	5x5	7.000000
10100	0212	5	5x5	7.000000
10110	0220	5	5x5	6.000000
11000	0311	5	5x5	7.000000
00111	0311	5	5x5	7.000000
00000	0002	5	5x5	5.000000
10001	0200	5	5x5	6.000000
00010	0033	5	5x5	6.000000
11011	0222	5	5x5	5.000000
01111	0311	5	5x5	7.000000
01011	0211	5	5x5	7.000000
11010	0211	5	5x5	7.000000
11101	0311	5	5x5	7.000000
00001	0031	5	5x5	7.000000
00101	0031	5	5x5	7.000000
10010	0033	5	5x5	6.000000
01110	0212	5	5x5	7.000000
10100	0003	5	5x5	5.000000
00000	0212	5	5x5	7.000000
00011	0202	5	5x5	6.000000
00101	0300	5	5x5	6.000000
10000	0221	5	5x5	6.000000
11100	0033	5	5x5	6.000000
11100	0212	5	5x5	7.000000
10111	0002	5	5x5	5.000000
01010	0303	5	5x5	6.000000
11111	0211	5	5x5	7.000000
11111	0221	5	5x5	6.000000
10000	0033	5	5x5	6.000000
10000	0220	5	5x5	6.000000
00010	0300	5	5x5	6.000000
01001	0212	5	5x5	7.000000
01100	0333	5	5x5	5.000000
01110	0313	5	5x5	7.000000
11000	0212	5	5x5	7.000000
10011	0211	5	5x5	7.000000
01000	0030	5	5x5	6.000000
10101	0221	5	5x5	6.000000
00010	0211	5	5x5	7.000000
00100	0333	5	5x5	5.000000
00101	0333	5	5x5	5.000000
01101	0331	5	5x5	6.000000
11000	0211	5	5x5	7.000000
00010	0031	5	5x5	7.000000
11001	0330	5	5x5	6.000000
10000	0330	5	5x5	6.000000
00111	0331	5	5x5	6.000000
01001	0300	5	5x5	6.000000
11100	0000	5	5x5	2.000000
00111	0221	5	5x5	6.000000
10001	0212	5	5x5	7.000000
01111	0303	5	5x5	6.000000
00110	0002	5	5x5	5.000000
11001	0211	5	5x5	7.000000
00110	0031	5	5x5	7.000000
00111	0211	5	5x5	7.000000
11011	0030	5	5x5	6.000000
01100	0211	5	5x5	7.000000
01011	0203	5	5x5	7.000000
10000	0021	5	5x5	7.000000
11111	0212	5	5x5	7.000000
11101	0221	5	5x5	6.000000
01111	0003	5	5x5	5.000000
01001	0030	5	5x5	6.000000
11001	0331	5	5x5	6.000000
11011	0030	5	5x5	6.000000
10001	0221	5	5x5	6.000000
11101	0221	5	5x5	6.000000
01100	0302	5	5x5	7.000000
01111	0333	5	5x5	5.000000
00111	0021	5	5x5	7.000000
11000	0313	5	5x5	7.000000
10111	0330	5	5x5	6.000000
11011	0002	5	5x5	5.000000
00101	0302	5	5x5	7.000000
10011	0212	5	5x5	7.000000
00100	0303	5	5x5	6.000000
01001	0031	5	5x5	7.000000
