ID	OPC	CUSPS
828	28.75	2
829	20.75	1
830	20.75	1
831	50.0	3
832	111.5	3
833	39.75	5
836	18.0	1
837	24.0	2
838	24.25	1
839	21.5	1
840	39.0	2
841	54.25	3
843	50.25	4
844	68.375	5
845	34.375	3
846	340.75	1
847	24.375	1
848	44.5	2
849	85.5	4
850	33.75	3
852	52.0	5
853	126.375	3
854	63.375	3
855	35.875	1
856	62.5	4
857	43.25	1
858	37.75	3
859	110.875	4
860	47.625	3
861	52.5	3
862	33.5	3
863	31.25	3
864	44.75	3
865	29.0	3
866	77.125	5
867	29.5	2
868	93.0	4
869	28.375	3
870	98.0	6
871	61.375	1
872	114.75	3
873	85.625	1
874	109.625	4
875	34.0	1
876	97.5	2
877	22.625	3
878	48.75	3
879	23.75	1
880	60.25	1
881	46.5	1
882	44.625	4
883	83.375	4
884	20.25	1
885	21.5	1
886	141.375	1
887	21.5	1
888	39.5	1
889	26.75	3
890	30.625	2
891	28.0	1
892	20.5	1
893	18.25	3
894	39.125	3
895	86.625	3
896	64.625	4
897	53.25	1
898	49.625	2
899	25.875	1
900	26.25	2
901	34.875	3
902	16.5	1
903	38.25	3
904	39.375	3
905	56.25	4
906	21.0	1
907	37.625	3
908	50.375	3
909	31.25	1
910	85.375	6
911	41.75	3
912	31.0	2
913	60.625	5
914	72.75	3
915	98.5	3
916	32.5	1
917	69.625	2
918	28.0	2
920	60.0	1
921	19.5	1
922	21.875	1
923	59.0	4
924	18.5	1
925	76.25	3
926	40.625	4
927	32.25	3
928	29.875	1
929	30.0	2
930	46.875	3
931	35.125	4
932	68.5	4
933	44.875	3
934	71.75	1
935	34.25	4
936	36.625	3
937	111.5	3
938	136.5	5
939	45.0	3
940	18.0	3
941	17.25	1
942	26.75	3
943	29.75	3
944	140.5	6
945	34.875	1
946	19.75	1
947	111.75	3
948	55.25	3
949	55.375	3
950	19.75	2
951	20.0	3
952	47.5	1
953	40.0	3
954	57.0	3
955	47.75	3
956	93.625	1
957	84.0	1
958	116.25	1
959	33.875	3
960	287.875	1
961	188.625	2
962	30.0	2
963	42.375	4
964	37.75	3
965	50.875	4
966	141.5	1
967	57.5	2
968	21.25	1
969	24.625	2
971	21.0	1
972	33.0	3
973	103.0	4
974	27.75	3
975	35.25	3
976	72.0	2
977	21.5	1
978	22.25	2
979	27.875	1
980	73.5	5
981	25.0	1
982	47.375	4
983	57.75	3
984	52.125	3
985	34.25	1
986	24.0	3
987	47.375	3
988	55.75	2
989	30.375	3
990	19.25	2
991	20.875	3
992	33.125	3
993	98.75	4
994	22.75	1
996	28.0	1
997	47.25	1
999	114.5	3
1001	52.75	4
1002	18.75	1
1003	71.125	3
1004	76.625	5
1005	44.25	3
1006	102.375	6
1007	75.0	4
1008	16.25	1
1009	19.625	2
1010	198.625	6
1011	40.375	2
1012	23.5	3
1013	199.0	1
1014	55.75	3
1016	60.25	4
1017	31.25	3
1018	47.75	4
1019	53.75	3
1020	86.75	3
1021	16.0	1
1022	35.25	1
1023	47.75	3
1024	82.0	3
1025	233.375	1
1026	116.0	4
1027	34.75	3
1028	17.75	1
1029	49.5	2
1031	73.625	6
1032	105.0	4
1033	67.25	2
1035	25.0	3
1036	197.75	3
1037	24.5	1
1038	24.375	3
1039	71.875	5
1040	77.125	2
1041	26.75	2
1042	48.25	2
1043	26.5	1
1044	52.75	3
1045	17.5	1
1046	92.375	3
1047	28.75	1
1048	69.75	3
1049	30.125	2
1050	183.125	4
1051	23.25	2
1052	52.875	4
1053	63.875	4
1054	95.25	5
