ID	OPC	CUSPS
1317	27.5	3
1318	22.75	2
1319	23.875	3
1320	17.75	2
1321	41.5	1
1322	26.25	3
1323	24.0	2
1324	24.75	3
1325	31.75	1
1326	18.5	1
1327	20.875	3
1328	19.0	1
1329	49.375	2
1330	34.125	2
1331	30.375	2
1332	33.5	2
1333	31.375	1
1334	41.375	4
1335	18.75	1
1336	134.5	1
1337	21.375	3
1338	17.5	1
1339	15.5	1
1340	29.0	2
1341	25.875	2
1342	16.5	2
1343	44.625	4
1344	36.0	4
1345	18.125	2
1346	38.375	1
1347	27.5	1
1348	17.5	1
1349	21.5	1
1350	17.0	1
1351	25.0	1
1352	47.0	3
1353	59.0	2
1354	17.0	1
1355	25.25	1
1356	19.25	1
1357	39.75	3
1358	20.375	1
1359	24.625	2
1360	27.25	1
1361	27.75	2
1362	22.0	3
1363	25.875	4
1364	22.25	3
1365	21.25	3
1366	18.25	1
1367	26.125	1
1368	45.25	4
1369	27.25	2
1370	26.0	2
1371	19.0	1
1372	34.0	2
1373	18.625	1
1374	17.25	1
1375	21.25	3
1376	39.5	3
1378	26.75	1
1379	41.5	3
1380	45.625	1
1381	32.5	1
1382	59.625	2
1383	21.75	2
1384	23.25	1
1385	32.375	2
1386	27.5	2
1387	28.75	2
1388	18.875	2
1389	35.25	1
1390	45.5	1
1391	26.0	1
1392	16.0	1
1393	26.25	2
1394	60.125	1
1395	23.0	3
1396	18.875	1
1397	18.25	1
1398	37.375	1
1399	23.0	1
1400	25.875	1
1401	21.75	1
1402	19.25	1
1403	19.75	3
1404	99.0	2
1405	34.125	3
1406	20.75	3
1407	28.75	2
1408	40.125	1
1409	19.0	1
1410	25.75	1
1411	42.0	3
1412	16.25	1
1413	20.0	1
1414	25.75	1
1415	30.0	1
1416	30.75	1
1417	20.5	1
1418	23.0	2
1419	27.75	3
1420	71.375	1
1421	43.75	3
1422	20.0	1
1423	30.75	3
1424	31.0	2
1425	41.625	1
1426	21.0	2
1427	31.25	2
1428	43.75	2
1429	57.5	2
1430	25.125	2
1431	26.375	2
1432	44.75	1
1433	21.0	2
1434	34.125	1
1435	50.75	2
1436	33.625	1
1437	22.25	3
1438	19.75	3
1439	24.25	1
1440	16.875	1
1441	24.5	3
1442	29.625	1
1443	33.5	3
1444	43.75	3
1445	34.5	2
1446	42.25	1
1447	26.125	1
1448	26.125	4
1449	18.125	1
1450	19.5	1
1451	24.125	1
1452	27.0	2
1453	46.5	2
1454	20.5	2
1455	18.0	3
1456	19.5	3
1457	16.375	3
1458	28.5	1
1459	45.125	3
1460	23.625	3
1461	28.125	2
1462	46.875	4
1463	35.625	1
1464	17.75	3
1465	35.375	1
1466	75.75	2
1467	14.625	1
1468	35.5	1
1469	52.625	2
1470	27.375	1
1472	35.75	1
1473	26.25	3
1474	35.625	2
1475	36.25	1
1476	34.75	1
1477	23.0	3
1478	35.625	3
1479	34.0	1
1480	18.0	1
1481	60.625	2
1482	76.125	1
1483	23.625	1
1484	21.75	1
1486	22.0	3
1487	18.125	3
1489	17.75	1
1490	34.75	1
1491	59.125	2
1492	36.0	2
1493	29.0	1
1494	32.5	4
