ID	OPC	CUSPS
1	108.75	6
2	33.875	1
3	23.75	2
5	24.875	1
7	25.25	1
8	121.375	3
9	233.75	8
10	133.75	4
11	64.625	3
12	78.125	3
13	222.625	9
14	361.375	6
15	80.0	6
16	25.125	1
17	22.75	1
18	94.0	5
19	20.25	1
20	101.625	2
21	36.5	1
22	136.25	1
23	221.0	5
24	38.125	2
25	86.25	3
27	32.0	2
28	67.375	5
29	21.875	1
30	35.75	3
31	26.5	1
32	123.625	7
33	147.0	5
34	181.375	6
35	83.625	4
36	64.25	4
37	322.625	1
39	78.5	5
40	25.125	1
41	28.0	2
42	113.0	5
43	17.75	1
44	59.875	1
46	35.125	1
47	66.75	3
48	62.0	4
49	88.75	1
50	50.5	3
51	110.75	5
52	121.625	7
53	26.375	1
54	84.75	1
55	115.125	6
56	48.75	3
57	32.125	3
58	100.75	6
59	263.625	11
60	115.875	4
61	46.5	4
62	22.0	1
63	108.375	4
64	67.0	4
65	62.875	2
66	89.375	1
67	108.125	5
69	25.5	1
70	196.125	2
71	37.625	4
72	152.25	8
73	100.5	1
74	26.375	1
76	138.5	7
77	47.375	3
78	127.5	5
80	22.375	3
81	58.625	1
82	112.375	8
83	42.5	3
84	25.125	1
85	32.375	3
86	131.5	5
87	69.875	5
88	23.0	1
89	86.5	1
90	67.0	5
91	73.5	4
92	150.125	7
93	81.5	5
95	20.0	3
96	228.5	3
97	31.75	1
98	58.25	3
99	144.125	4
100	61.875	5
101	153.125	2
102	110.25	7
103	77.875	1
104	152.25	8
105	217.125	1
106	258.75	1
107	37.5	3
108	28.75	1
110	445.75	1
111	95.75	4
112	82.875	4
113	159.25	7
114	38.875	3
115	21.0	2
116	31.125	3
117	213.0	1
118	181.875	6
119	72.25	5
120	34.125	1
121	104.875	6
122	31.0	3
123	387.625	4
124	93.5	4
125	120.25	7
126	68.625	3
127	32.625	3
128	77.75	4
129	64.625	2
130	52.5	3
131	41.25	3
132	63.25	1
134	61.875	3
135	60.625	4
136	179.375	5
137	116.625	4
138	117.125	7
140	275.25	10
141	112.25	3
142	172.0	7
143	68.75	4
144	89.0	7
145	19.75	1
146	117.625	1
147	47.75	4
148	39.75	3
149	235.75	4
150	29.75	3
151	69.625	4
153	34.375	1
154	121.875	5
155	46.875	3
156	21.5	3
157	71.125	1
159	20.875	2
160	167.875	5
162	32.625	3
163	24.5	1
164	219.625	8
166	76.375	5
167	182.125	5
168	25.0	2
169	71.75	6
170	31.75	1
171	22.25	1
172	81.75	3
173	37.375	3
174	39.5	3
175	187.5	7
176	111.5	3
177	22.25	1
178	265.25	3
179	42.75	3
180	193.125	3
181	40.0	3
182	29.0	1
184	73.25	1
185	108.0	3
186	163.0	7
187	211.125	5
188	390.125	20
189	82.75	3
190	69.125	3
191	176.625	5
192	374.875	13
193	190.375	6
194	111.125	7
195	330.625	4
196	77.375	4
197	50.0	1
198	492.0	1
200	347.25	9
201	55.625	3
202	370.25	9
203	490.875	1
204	21.25	1
206	33.5	3
207	35.25	3
208	142.875	4
209	20.25	1
210	38.75	3
211	177.5	1
212	26.25	2
213	74.875	3
214	75.0	3
215	170.625	5
216	54.25	3
217	20.625	2
218	103.875	5
219	79.25	5
220	24.0	1
221	30.0	3
222	121.5	6
223	189.125	10
224	109.75	9
225	344.0	4
226	87.375	7
228	77.625	3
229	186.625	5
230	73.625	1
231	35.75	4
232	115.5	3
233	21.25	1
234	158.25	3
235	59.875	3
236	268.75	7
237	71.5	5
238	85.0	6
239	183.375	5
240	119.125	4
241	109.125	5
242	201.0	5
243	37.5	3
244	157.5	6
245	245.0	2
246	135.5	3
247	208.25	1
248	328.5	1
249	84.875	6
250	51.375	2
251	41.75	3
252	256.125	4
253	72.5	5
254	107.875	6
255	98.375	6
256	185.75	5
257	18.25	1
258	124.375	7
259	86.0	5
260	91.0	4
261	91.875	6
262	54.0	3
263	28.75	3
264	29.375	1
265	93.125	6
266	36.5	3
267	30.0	1
268	44.5	1
270	75.875	1
272	56.25	4
273	85.0	4
274	85.75	8
275	107.875	11
276	132.25	5
277	33.125	2
278	19.0	1
279	86.75	4
280	43.0	2
281	147.0	5
283	112.75	7
284	65.75	3
285	16.75	1
286	18.5	2
287	420.25	7
288	38.5	2
289	24.25	1
290	204.125	4
291	129.0	5
292	103.5	5
293	23.25	1
294	60.875	3
295	39.125	3
296	121.125	6
297	130.375	7
298	24.5	1
299	85.375	6
300	93.25	6
301	301.375	2
302	509.625	5
303	193.75	10
304	105.5	5
305	190.625	3
306	64.75	4
307	22.0	3
308	116.75	7
309	48.75	3
310	81.5	1
311	191.125	1
312	26.5	3
313	177.0	3
314	89.375	7
315	425.25	9
317	20.75	1
319	39.5	1
320	46.75	3
321	39.75	1
322	45.875	3
323	77.0	5
324	51.375	4
326	49.375	3
327	47.0	3
328	100.0	5
329	32.0	1
330	176.625	6
331	22.5	3
332	82.75	5
333	108.25	5
334	21.625	2
335	347.625	10
336	56.25	3
337	324.0	7
338	55.375	3
339	103.75	5
340	27.5	1
342	75.0	4
343	76.75	4
344	78.0	1
345	279.375	9
346	24.25	2
347	68.0	5
348	89.75	5
349	90.625	1
350	53.75	4
351	58.75	4
352	33.375	3
353	51.125	5
354	156.0	6
355	293.25	1
356	81.5	4
357	116.5	4
358	62.625	3
359	14.75	1
360	123.25	2
361	20.5	1
362	48.5	3
363	69.625	3
364	59.5	3
365	46.875	3
366	152.125	7
367	55.875	3
368	197.0	9
369	165.875	4
370	95.375	5
371	260.75	3
372	118.875	2
373	27.75	1
374	51.0	3
375	97.5	4
376	59.625	3
377	238.125	9
378	31.625	3
379	92.25	3
380	29.375	2
381	341.375	7
382	215.5	6
383	111.75	6
384	26.875	2
385	133.25	2
386	56.75	4
387	20.75	1
388	72.25	3
389	253.625	6
390	55.75	4
391	87.75	5
392	267.875	6
393	83.25	6
394	69.0	3
395	65.25	1
396	37.0	1
397	235.5	3
398	125.875	3
399	38.75	3
400	62.375	5
401	66.0	3
403	79.625	3
404	92.5	5
405	50.0	1
406	100.375	3
407	34.125	2
408	31.25	3
409	31.75	1
410	82.375	3
411	87.5	7
412	99.125	3
413	196.625	2
414	226.0	1
415	52.875	3
416	61.375	5
417	42.5	3
418	29.25	3
419	102.625	7
420	187.5	1
421	18.25	2
422	36.25	1
423	96.75	5
424	194.0	5
425	52.75	3
426	58.25	4
427	96.375	7
428	232.125	6
429	87.0	1
430	235.375	5
431	56.125	3
432	198.0	5
433	112.875	7
434	224.0	7
436	63.75	1
437	27.5	3
438	32.875	3
439	66.75	3
440	38.125	3
441	56.5	5
442	72.875	3
443	19.5	3
444	77.25	1
445	49.0	5
446	85.125	1
447	115.125	7
448	267.875	8
449	165.125	4
450	24.0	3
451	21.0	1
452	397.75	10
453	33.875	1
454	179.25	4
455	59.625	1
456	233.0	7
457	88.0	2
458	69.75	4
459	23.0	2
460	85.125	4
461	65.5	3
462	46.0	1
463	163.875	5
464	67.5	1
465	59.125	3
466	31.625	1
467	98.125	6
468	115.25	9
469	71.875	7
471	33.5	3
472	161.875	6
473	77.5	1
475	132.0	5
476	145.875	5
477	68.125	1
478	145.0	5
479	105.25	4
480	56.25	3
481	152.375	6
482	33.25	3
483	53.75	1
484	44.25	4
485	248.25	7
486	216.25	7
487	53.75	3
488	133.875	3
489	56.125	3
490	189.625	5
491	399.25	9
492	77.75	5
493	83.125	4
494	104.25	6
495	26.25	1
496	23.5	1
497	59.375	3
499	49.125	3
500	35.0	3
501	23.125	1
502	78.375	4
503	127.125	11
504	23.25	3
505	295.0	7
506	49.0	3
507	136.0	5
508	216.625	8
509	85.0	3
510	109.0	6
511	352.75	10
513	55.0	4
514	18.5	1
515	159.875	7
516	99.0	2
517	92.25	5
518	278.5	8
519	114.25	5
520	64.125	4
521	110.25	6
522	44.75	3
523	24.25	1
524	41.0	4
525	32.375	4
526	193.875	6
527	106.125	9
528	203.125	1
529	25.5	1
530	255.125	4
531	95.0	5
532	74.5	5
533	155.5	7
534	38.25	3
535	139.0	5
536	75.75	1
537	88.25	1
538	132.625	5
539	42.0	3
540	20.875	1
541	62.25	4
542	27.25	1
543	358.625	8
544	47.5	3
545	98.125	6
546	129.5	6
547	117.375	7
548	105.875	9
549	145.0	6
550	36.25	2
551	71.75	4
552	42.5	5
553	360.25	7
554	20.25	1
555	207.375	4
556	26.25	3
557	133.75	5
558	43.75	3
559	68.875	4
560	94.875	6
561	70.375	3
563	53.0	4
564	46.625	4
565	33.125	3
566	88.25	3
567	29.25	3
568	41.0	2
569	396.0	3
570	85.5	4
572	50.625	5
573	149.75	7
574	24.5	3
575	31.0	3
576	99.0	6
577	145.5	1
578	127.25	5
579	102.0	5
580	40.875	2
581	321.75	8
583	43.25	1
584	135.875	6
585	59.25	3
586	34.125	1
587	297.25	7
588	33.75	3
589	289.875	8
590	63.875	3
591	282.125	10
592	49.0	1
593	24.25	3
594	32.125	3
595	356.125	3
596	29.75	3
597	474.25	7
598	173.5	5
599	57.25	5
600	90.25	6
601	79.25	3
604	56.75	3
605	102.75	4
607	124.0	4
609	47.5	3
610	286.75	1
611	52.125	2
612	117.375	5
613	82.25	4
614	162.25	8
615	43.375	3
616	182.25	1
617	161.0	5
618	210.125	7
619	27.5	3
620	28.5	3
621	208.0	6
622	80.5	3
623	37.0	1
625	19.375	1
626	91.25	4
627	177.75	3
